DateTime,Open,High,Low,Close,Volume,VAHPercent,VALPercent,POCPercent,Skewness,Kurtosis,PriceToVAHPercent,PriceToVALPercent,PriceToPOCPercent,PriceToHODPercent,PriceToLODPercent,PriceToPrevHODPercent,PriceToPrevLODPercent,DayRangePercent,BarDelta,DeltaToVolumePercent,CumDelta,CumDeltaToHODPercent,CumDeltaToLODPercent
2025-03-14  02:00:00,5562.50,5574.00,5552.75,5569.25,45904,0.943262,0.546099,0.765957,-0.602581,2.938595,-0.000494,0.002024,0.000629,-0.000852,0.005507,-0.009559,0.009654,0.329439,1062,0.023135,4793,0.000000,0.517733
2025-03-14  06:00:00,5569.50,5588.00,5558.50,5572.00,102483,0.837563,0.406091,0.548223,-0.110512,2.615663,-0.001434,0.002384,0.001123,-0.002863,0.006003,-0.009070,0.010152,0.460280,3501,0.034162,8294,0.000000,1.626346
2025-03-14  09:30:00,5572.00,5639.00,5564.00,5625.00,837680,0.997506,0.418953,0.925187,-0.024428,1.724382,-0.002438,0.007929,-0.001154,-0.002483,0.015572,0.000356,0.019761,0.936916,-1226,-0.001464,7068,-0.147818,1.238125
2025-03-14  13:30:00,5625.00,5648.75,5613.00,5626.50,453040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002217,0.015843,0.000000,-7336,-0.016193,0,0.000000,0.000000
2025-03-16  18:00:00,5678.75,5683.75,5654.50,5666.00,20922,0.444444,0.145299,0.188034,1.030954,4.673895,-0.000265,0.001281,0.001060,-0.003123,0.002034,0.004788,0.022974,0.291771,-342,-0.016346,-342,-0.000000,-0.000000
2025-03-16  22:00:00,5666.25,5666.75,5659.00,5662.00,8498,0.401709,0.162393,0.299145,1.402379,6.485545,-0.000750,0.000486,-0.000221,-0.003827,0.001326,0.004079,0.022252,0.291771,60,0.007060,-282,-0.000000,-0.175439
2025-03-17  02:00:00,5661.75,5670.25,5651.50,5666.75,24781,0.503876,0.240310,0.364341,0.631613,4.866750,-0.000176,0.001325,0.000618,-0.002991,0.002698,0.004921,0.023110,0.321696,197,0.007950,-85,-0.000000,-0.751462
2025-03-17  06:00:00,5666.50,5701.50,5664.50,5689.25,57730,0.605000,0.050000,0.235000,0.349529,1.871159,0.001320,0.006235,0.004591,-0.002149,0.006680,0.008911,0.027172,0.498753,2228,0.038593,2143,0.000000,-7.266082
2025-03-17  09:30:00,5689.25,5726.25,5685.25,5720.25,391959,0.953177,0.622074,0.692308,-1.056404,3.284387,-0.000437,0.003905,0.002981,-0.001048,0.012165,0.014409,0.032769,0.745636,7529,0.019209,9672,0.000000,-29.280702
2025-03-17  13:30:00,5720.00,5759.75,5718.00,5729.50,299171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000568,0.013802,0.000000,2613,0.008734,0,0.000000,0.000000
2025-03-17  18:00:00,5731.50,5738.25,5716.75,5717.75,25694,0.848837,0.383721,0.732558,-0.421337,2.538528,-0.003008,-0.001266,-0.002573,-0.003573,0.000175,-0.001484,0.011723,0.287625,-890,-0.034638,-890,-0.000000,-0.000000
2025-03-17  22:00:00,5717.75,5720.25,5707.50,5713.75,14088,0.991870,0.357724,0.813008,-0.213508,1.746105,-0.004226,-0.000831,-0.003271,-0.004270,0.001095,-0.002183,0.011015,0.411371,-288,-0.020443,-1178,0.323596,-0.000000
2025-03-18  02:00:00,5713.75,5735.50,5712.00,5723.75,40193,0.975610,0.430894,0.796748,-0.413662,2.171947,-0.002397,0.000524,-0.001439,-0.002527,0.002847,-0.000437,0.012784,0.411371,1673,0.041624,495,0.000000,-1.420204
2025-03-18  06:00:00,5723.50,5725.25,5702.00,5709.00,91344,0.600000,0.062069,0.496552,0.193396,2.110491,-0.002577,0.000833,-0.001923,-0.005097,0.001228,-0.003012,0.010174,0.484950,1406,0.015392,1901,0.000000,-2.613752
2025-03-18  09:30:00,5708.75,5711.25,5650.75,5666.00,646098,0.362857,0.014286,0.220000,0.916476,2.511481,-0.002904,0.002477,-0.000705,-0.012591,0.002699,-0.010522,0.002566,1.170569,-4536,-0.007021,-2635,-2.386113,-0.000000
2025-03-18  13:30:00,5666.00,5682.50,5657.25,5674.25,356955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.011153,0.004159,0.000000,10509,0.029441,0,0.000000,0.000000
2025-03-18  18:00:00,5670.50,5689.50,5660.50,5682.25,34093,0.991379,0.405172,0.775862,-0.379834,1.817922,-0.001230,0.001763,-0.000132,-0.001274,0.003842,-0.009759,0.005574,0.331429,-369,-0.010823,-369,-0.000000,-0.000000
