DateTime,Open,High,Low,Close,Volume,VAHPercent,VALPercent,POCPercent,Skewness,Kurtosis,PriceToVAHPercent,PriceToVALPercent,PriceToPOCPercent,PriceToHODPercent,PriceToLODPercent,PriceToPrevHODPercent,PriceToPrevLODPercent,DayRangePercent,BarDelta,DeltaToVolumePercent,CumDelta,CumDeltaToHODPercent,CumDeltaToLODPercent
2025-03-17  19:00:00,20058.25,20061.00,20025.00,20029.00,3388,0.423611,0.069444,0.270833,0.874952,2.826669,-0.000561,0.000075,-0.000287,-0.001595,0.000200,0.000000,0.000000,0.000000,-120,-0.035419,-120,0.000000,0.000000
2025-03-17  20:00:00,20028.50,20036.50,19990.75,20003.75,4295,0.729537,0.199288,0.626335,0.111757,1.942119,-0.001908,-0.000050,-0.001547,-0.002854,0.000650,0.000000,0.000000,0.000000,-31,-0.007218,-151,0.000000,0.000000
2025-03-17  21:00:00,20004.25,20016.50,19953.25,19959.50,4618,0.763341,0.303944,0.433875,-0.225379,2.424004,-0.003793,-0.001326,-0.002025,-0.005060,0.000313,0.000000,0.000000,0.000000,-418,-0.090515,-569,0.000000,0.000000
2025-03-17  22:00:00,19959.00,19977.50,19956.00,19970.50,2184,0.909513,0.299304,0.433875,0.008258,1.952429,-0.004027,-0.000751,-0.001475,-0.004511,0.000865,0.000000,0.000000,0.000000,124,0.056777,-445,0.000000,0.000000
2025-03-17  23:00:00,19970.25,19975.00,19934.00,19941.00,2415,0.940945,0.301181,0.519685,-0.009968,1.923753,-0.005610,-0.001565,-0.002950,-0.005982,0.000351,0.000000,0.000000,0.000000,-221,-0.091511,-666,0.000000,0.000000
2025-03-18  00:00:00,19940.25,19956.25,19920.75,19928.50,2121,0.946524,0.331551,0.565062,-0.028657,1.931790,-0.006233,-0.001941,-0.003575,-0.006605,0.000389,0.000000,0.000000,0.000000,-81,-0.038190,-747,0.000000,0.000000
2025-03-18  01:00:00,19929.00,19954.25,19928.50,19951.50,2535,0.602496,0.001783,0.213904,0.175817,1.826863,-0.002687,0.001531,0.000038,-0.005458,0.001544,0.000000,0.000000,0.000000,519,0.204734,-228,0.000000,0.000000
2025-03-18  02:00:00,19950.50,19980.25,19941.00,19975.25,3064,0.577540,0.001783,0.213904,0.357116,1.982142,-0.001325,0.002723,0.001228,-0.004274,0.002736,0.000000,0.000000,0.000000,220,0.071802,-8,0.000000,0.000000
2025-03-18  03:00:00,19975.50,19989.00,19961.00,19980.25,3497,0.550802,0.007130,0.213904,0.422224,2.255876,-0.000888,0.002936,0.001479,-0.004025,0.002987,0.000000,0.000000,0.000000,-87,-0.024878,-95,0.000000,0.000000
2025-03-18  04:00:00,19980.75,20038.50,19968.50,20024.00,7108,0.629234,0.080214,0.213904,0.089506,1.991506,0.000750,0.004616,0.003672,-0.001844,0.005183,0.000000,0.000000,0.000000,-132,-0.018571,-227,0.000000,0.000000
2025-03-18  05:00:00,20024.75,20037.50,19978.00,19981.00,6680,0.664884,0.126560,0.213904,-0.159586,2.020266,-0.001649,0.002132,0.001516,-0.003988,0.003024,0.000000,0.000000,0.000000,26,0.003892,-201,0.000000,0.000000
2025-03-18  06:00:00,19980.25,19985.75,19922.50,19981.50,11507,0.598930,0.069519,0.213904,0.215774,1.943089,-0.001162,0.002559,0.001541,-0.003963,0.003050,0.000000,0.000000,0.000000,-187,-0.016251,-388,0.000000,0.000000
2025-03-18  07:00:00,19981.75,19997.75,19929.50,19971.25,9643,0.561497,0.073084,0.213904,0.367436,2.147330,-0.001413,0.002019,0.001028,-0.004474,0.002535,0.000000,0.000000,0.000000,25,0.002593,-363,0.000000,0.000000
2025-03-18  08:00:00,19970.00,19976.50,19901.00,19905.25,11667,0.593750,0.184375,0.310937,0.400710,2.391239,-0.004538,-0.001267,-0.002281,-0.007764,0.000214,0.000000,0.000000,0.000000,-755,-0.064712,-1118,0.000000,0.000000
2025-03-18  09:00:00,19904.75,19930.00,19885.50,19897.00,11320,0.715100,0.256410,0.371795,0.047529,2.419732,-0.005697,-0.001681,-0.002694,-0.008175,0.000578,0.000000,0.000000,0.000000,-196,-0.017314,-1314,0.000000,0.000000
2025-03-18  09:30:00,19898.00,19900.25,19634.50,19699.50,104615,0.983001,0.184642,0.741501,-0.007531,1.378789,-0.017665,-0.000698,-0.012594,-0.018020,0.003310,0.000000,0.000000,0.000000,-2177,-0.020810,-3491,0.000000,0.000000
